timestamp,local_atm,sea_level_atm,precipitation,temperature,dew_point,vapor_pressure,humidity,wind_speed,wind_direction,sunshine_duration,total_solar_radiation,snowfall,snow_depth,weather,cloudiness,visibility
2018-09-12 01:00:00+09:00,1020.6,1023.5,--,19.8,14.8,16.9,73,3.1,北北東,,,×,×,,,
2018-09-12 02:00:00+09:00,1020.9,1023.8,--,18.8,15.1,17.1,79,1.8,北,,,×,×,,,
2018-09-12 03:00:00+09:00,1020.5,1023.4,--,18.7,14.6,16.6,77,2.5,北,,,×,×,,10-,20.0
2018-09-12 04:00:00+09:00,1020.8,1023.7,--,18.4,14.5,16.5,78,2.4,北西,,,×,×,,,
2018-09-12 05:00:00+09:00,1021.1,1024.0,--,18.4,14.5,16.5,78,2.2,北北西,,0.0,×,×,,,
2018-09-12 06:00:00+09:00,1021.3,1024.2,--,18.5,14.8,16.8,79,1.8,北北西,0.0,0.03,×,×,,10-,20.0
2018-09-12 07:00:00+09:00,1021.6,1024.5,--,19.0,14.7,16.7,76,2.1,北西,0.0,0.23,×,×,,,
2018-09-12 08:00:00+09:00,1021.6,1024.5,--,20.9,15.0,17.1,69,2.6,北,0.8,1.14,×,×,,,
2018-09-12 09:00:00+09:00,1021.6,1024.4,--,22.9,16.2,18.4,66,3.5,北北東,1.0,1.97,×,×,,8,25.0
2018-09-12 10:00:00+09:00,1021.3,1024.1,--,23.3,15.6,17.7,62,4.2,北東,0.9,2.28,×,×,,,
2018-09-12 11:00:00+09:00,1020.9,1023.7,--,23.6,15.4,17.5,60,4.1,北東,0.3,1.63,×,×,,,
2018-09-12 12:00:00+09:00,1020.5,1023.3,--,23.8,15.6,17.7,60,4.4,北東,0.2,1.36,×,×,,10-,25.0
2018-09-12 13:00:00+09:00,1019.5,1022.3,--,23.3,14.0,16.0,56,4.0,東北東,0.1,1.31,×,×,,,
2018-09-12 14:00:00+09:00,1019.1,1021.9,--,23.2,15.5,17.6,62,3.6,東,0.0,0.93,×,×,,,
2018-09-12 15:00:00+09:00,1019.3,1022.1,--,22.8,14.1,16.1,58,3.6,東北東,0.0,0.72,×,×,,10-,25.0
2018-09-12 16:00:00+09:00,1019.5,1022.3,--,22.3,15.2,17.2,64,3.3,東北東,0.0,0.45,×,×,,,
2018-09-12 17:00:00+09:00,1019.5,1022.3,--,21.9,14.6,16.6,63,4.3,北東,0.0,0.21,×,×,,,
2018-09-12 18:00:00+09:00,1020.0,1022.8,--,21.5,14.9,16.9,66,3.4,北東,0.0,0.04,×,×,,10,20.0
2018-09-12 19:00:00+09:00,1020.2,1023.0,0.0,21.2,14.8,16.9,67,3.5,東,,0.0,×,×,,,
2018-09-12 20:00:00+09:00,1020.8,1023.7,--,20.8,15.1,17.2,70,2.3,北北東,,,×,×,,,
2018-09-12 21:00:00+09:00,1020.4,1023.2,0.0,20.9,15.9,18.0,73,2.9,東北東,,,×,×,,10,20.0
2018-09-12 22:00:00+09:00,1020.0,1022.9,0.0,20.1,16.2,18.4,78,2.3,東北東,,,×,×,,,
2018-09-12 23:00:00+09:00,1019.7,1022.6,0.0,19.7,16.2,18.4,80,1.8,北東,,,×,×,,,
2018-09-13 00:00:00+09:00,1019.6,1022.5,--,20.3,15.9,18.1,76,1.4,北北東,,,×,×,,,
