timestamp,local_atm,sea_level_atm,precipitation,temperature,relative_humidity,ave_wind_speed,wind_direction_ave,max_wind_speed,wind_direction_max,sunshine_duration
2018-09-15 00:10:00+09:00,1015.0,1017.8,0.5,19.9,100,1.0,南東,1.3,南東,
2018-09-15 00:20:00+09:00,1015.0,1017.8,0.0,19.8,100,0.6,南南東,1.0,南南東,
2018-09-15 00:30:00+09:00,1015.1,1017.9,0.0,20.0,100,0.4,南西,1.1,南西,
2018-09-15 00:40:00+09:00,1014.9,1017.7,0.5,19.9,100,0.8,西,1.2,西北西,
2018-09-15 00:50:00+09:00,1014.9,1017.7,0.0,20.0,100,0.5,西,1.2,北西,
2018-09-15 01:00:00+09:00,1014.8,1017.6,0.5,20.1,100,0.6,西北西,0.9,西,
2018-09-15 01:10:00+09:00,1014.9,1017.7,0.0,20.2,100,0.3,西,0.9,南南西,
2018-09-15 01:20:00+09:00,1014.7,1017.5,0.0,20.1,100,0.5,南南西,0.9,南南西,
2018-09-15 01:30:00+09:00,1014.6,1017.4,0.0,20.0,100,0.1,静穏,0.7,西,
2018-09-15 01:40:00+09:00,1014.4,1017.2,0.5,20.0,100,0.4,南西,0.7,南南西,
2018-09-15 01:50:00+09:00,1014.3,1017.1,0.5,19.9,100,0.6,南,1.4,南,
2018-09-15 02:00:00+09:00,1014.3,1017.1,0.0,20.0,100,1.1,南南東,1.4,南南東,
2018-09-15 02:10:00+09:00,1014.1,1016.9,0.0,19.9,100,1.2,南南東,1.7,南南東,
2018-09-15 02:20:00+09:00,1014.3,1017.1,0.0,20.0,100,0.7,北東,1.5,北北東,
2018-09-15 02:30:00+09:00,1014.1,1016.9,0.0,20.0,100,0.9,東北東,1.7,北東,
2018-09-15 02:40:00+09:00,1013.9,1016.7,0.5,20.1,100,1.2,南東,1.7,東南東,
2018-09-15 02:50:00+09:00,1013.7,1016.5,0.0,20.1,100,1.7,南東,2.2,東南東,
2018-09-15 03:00:00+09:00,1013.5,1016.3,0.0,20.0,100,1.6,南南東,2.3,南南東,
2018-09-15 03:10:00+09:00,1013.4,1016.2,0.0,20.0,100,1.0,南,2.1,南,
2018-09-15 03:20:00+09:00,1013.4,1016.2,0.0,19.6,100,0.8,南,1.2,南,
2018-09-15 03:30:00+09:00,1013.7,1016.5,0.0,19.8,100,0.8,南南西,1.4,南,
2018-09-15 03:40:00+09:00,1013.6,1016.4,0.0,19.4,100,0.7,南,1.0,南,
2018-09-15 03:50:00+09:00,1013.7,1016.5,0.0,19.5,100,1.0,南,1.4,南,
2018-09-15 04:00:00+09:00,1013.5,1016.3,0.0,19.6,100,1.1,南,1.4,南,
2018-09-15 04:10:00+09:00,1013.3,1016.1,0.0,19.4,100,0.9,南南東,1.3,南南東,
2018-09-15 04:20:00+09:00,1013.1,1015.9,0.0,19.3,100,0.5,東北東,1.4,東北東,
2018-09-15 04:30:00+09:00,1013.2,1016.0,--,19.4,100,0.4,北,1.4,東北東,
2018-09-15 04:40:00+09:00,1013.3,1016.1,--,19.2,100,1.2,北北東,2.8,北,
2018-09-15 04:50:00+09:00,1013.2,1016.0,0.0,19.2,100,0.9,北東,1.6,北北西,
2018-09-15 05:00:00+09:00,1013.2,1016.0,0.0,19.2,100,1.7,東北東,3.1,北東,
2018-09-15 05:10:00+09:00,1013.4,1016.2,--,19.1,100,1.3,北北東,2.4,北北東,
2018-09-15 05:20:00+09:00,1013.2,1016.0,0.0,19.2,100,1.5,北北東,2.5,北東,
2018-09-15 05:30:00+09:00,1013.2,1016.0,0.0,19.2,100,1.3,北北東,2.3,北北東,0.0
2018-09-15 05:40:00+09:00,1013.4,1016.2,0.0,19.5,100,1.5,北,2.2,北北東,0.0
2018-09-15 05:50:00+09:00,1013.4,1016.2,0.0,19.4,100,1.5,北西,2.6,北西,0.0
2018-09-15 06:00:00+09:00,1013.5,1016.3,--,19.4,100,1.3,北北西,2.2,北北西,0.0
2018-09-15 06:10:00+09:00,1013.6,1016.4,--,19.3,100,1.4,北北西,3.0,北北西,0.0
2018-09-15 06:20:00+09:00,1013.7,1016.5,--,19.5,100,1.2,北西,2.5,北西,0.0
2018-09-15 06:30:00+09:00,1013.8,1016.6,--,19.5,100,2.2,北西,3.0,北西,0.0
2018-09-15 06:40:00+09:00,1013.8,1016.6,0.0,19.5,100,1.9,北西,3.5,北西,0.0
2018-09-15 06:50:00+09:00,1013.9,1016.7,0.0,19.6,100,1.7,北北西,3.0,北北西,0.0
2018-09-15 07:00:00+09:00,1013.9,1016.7,0.0,19.8,100,1.8,北西,3.0,北西,0.0
2018-09-15 07:10:00+09:00,1013.9,1016.7,0.0,19.9,100,0.8,北北西,1.9,北西,0.0
2018-09-15 07:20:00+09:00,1013.8,1016.6,0.0,19.9,100,1.0,北北東,2.1,北東,0.0
2018-09-15 07:30:00+09:00,1013.8,1016.6,0.0,19.9,100,1.3,北北東,2.5,北東,0.0
2018-09-15 07:40:00+09:00,1013.9,1016.7,0.5,19.9,100,1.1,北北東,2.5,北北東,0.0
2018-09-15 07:50:00+09:00,1014.0,1016.8,0.5,19.7,100,1.3,北北東,2.8,北北東,0.0
2018-09-15 08:00:00+09:00,1013.9,1016.7,0.0,19.8,100,1.7,北,3.0,北北東,0.0
2018-09-15 08:10:00+09:00,1013.8,1016.6,0.5,20.2,100,0.4,北東,1.3,北北東,0.0
2018-09-15 08:20:00+09:00,1013.7,1016.5,0.5,20.2,100,1.5,北北東,3.1,北北東,0.0
2018-09-15 08:30:00+09:00,1013.6,1016.4,0.0,20.4,100,1.9,北北東,3.6,北北東,0.0
2018-09-15 08:40:00+09:00,1013.4,1016.2,0.0,20.3,100,1.3,北北東,3.3,北北東,0.0
2018-09-15 08:50:00+09:00,1013.4,1016.2,0.5,20.7,100,1.9,北北東,3.4,北東,0.0
2018-09-15 09:00:00+09:00,1013.5,1016.3,0.0,20.5,100,2.5,北西,4.9,北北西,0.0
2018-09-15 09:10:00+09:00,1013.4,1016.2,0.0,20.6,100,2.0,北西,3.3,西北西,0.0
2018-09-15 09:20:00+09:00,1013.6,1016.4,0.5,20.7,100,1.0,北,1.7,北北西,0.0
2018-09-15 09:30:00+09:00,1013.8,1016.6,0.5,20.7,100,1.1,北北西,3.4,北西,0.0
2018-09-15 09:40:00+09:00,1013.6,1016.4,0.5,20.7,100,2.3,北西,4.5,北西,0.0
2018-09-15 09:50:00+09:00,1013.5,1016.3,1.0,20.8,100,1.0,北北西,2.4,北北西,0.0
2018-09-15 10:00:00+09:00,1013.3,1016.1,0.5,20.9,100,1.7,北北西,3.2,北,0.0
2018-09-15 10:10:00+09:00,1013.2,1016.0,0.0,20.9,100,1.9,北,3.3,北,0.0
2018-09-15 10:20:00+09:00,1013.1,1015.9,0.5,20.9,100,1.3,北,2.5,北東,0.0
2018-09-15 10:30:00+09:00,1013.1,1015.9,0.5,20.9,100,1.5,北北西,3.2,北西,0.0
2018-09-15 10:40:00+09:00,1013.3,1016.1,0.0,21.1,100,1.7,北西,3.9,西北西,0.0
2018-09-15 10:50:00+09:00,1013.1,1015.9,0.5,21.0,100,1.6,北北西,3.6,北西,0.0
2018-09-15 11:00:00+09:00,1013.2,1016.0,0.0,21.1,100,2.0,北北西,4.1,西北西,0.0
2018-09-15 11:10:00+09:00,1013.2,1016.0,0.5,21.0,100,2.2,北西,3.9,北西,0.0
2018-09-15 11:20:00+09:00,1013.1,1015.9,0.5,21.1,100,2.7,北西,5.1,北西,0.0
2018-09-15 11:30:00+09:00,1012.9,1015.7,0.5,21.0,100,1.7,北北西,2.8,北北西,0.0
2018-09-15 11:40:00+09:00,1012.9,1015.7,0.5,21.1,100,2.1,北西,3.8,北西,0.0
2018-09-15 11:50:00+09:00,1013.0,1015.8,0.0,21.2,100,1.6,北,3.5,北,0.0
2018-09-15 12:00:00+09:00,1012.9,1015.7,0.0,21.3,100,2.3,北,4.2,北北西,0.0
2018-09-15 12:10:00+09:00,1012.9,1015.7,0.5,21.1,100,2.1,北北東,4.5,北東,0.0
2018-09-15 12:20:00+09:00,1012.8,1015.6,1.0,20.8,100,2.8,北,6.2,北北西,0.0
2018-09-15 12:30:00+09:00,1012.6,1015.4,0.0,21.2,100,2.0,北東,4.2,北東,0.0
2018-09-15 12:40:00+09:00,1012.5,1015.3,0.0,21.1,100,3.4,北北東,6.2,北北東,0.0
2018-09-15 12:50:00+09:00,1012.4,1015.2,0.5,21.1,100,2.6,北北東,4.6,北北東,0.0
2018-09-15 13:00:00+09:00,1012.4,1015.2,0.0,21.1,100,2.6,北北東,5.2,北北東,0.0
2018-09-15 13:10:00+09:00,1012.3,1015.1,0.0,20.9,100,2.7,北北東,6.4,北北東,0.0
2018-09-15 13:20:00+09:00,1012.2,1015.0,0.5,21.0,100,2.7,北北東,4.7,北北東,0.0
2018-09-15 13:30:00+09:00,1012.1,1014.9,0.0,21.1,99,2.3,北北東,3.8,北,0.0
2018-09-15 13:40:00+09:00,1012.1,1014.9,0.0,21.0,99,2.2,北北東,4.1,北東,0.0
2018-09-15 13:50:00+09:00,1012.0,1014.8,0.0,21.3,98,2.4,北北東,4.8,北北東,0.0
2018-09-15 14:00:00+09:00,1011.9,1014.7,0.0,21.3,96,2.7,北北東,4.8,北北東,0.0
2018-09-15 14:10:00+09:00,1011.8,1014.6,0.0,21.9,99,2.4,北東,4.8,北東,0.0
2018-09-15 14:20:00+09:00,1011.8,1014.6,0.0,21.6,98,3.3,北北東,5.9,北北東,0.0
2018-09-15 14:30:00+09:00,1011.7,1014.5,0.0,21.3,97,2.8,北北東,4.9,東北東,0.0
2018-09-15 14:40:00+09:00,1011.8,1014.6,0.0,21.3,97,1.6,北北東,3.2,北北東,0.0
2018-09-15 14:50:00+09:00,1011.8,1014.6,--,21.3,96,2.0,北北東,4.6,北北東,0.0
2018-09-15 15:00:00+09:00,1011.7,1014.5,--,22.0,99,2.5,北北東,3.9,北北東,0.0
2018-09-15 15:10:00+09:00,1011.7,1014.5,--,21.9,97,1.7,北北東,4.0,北北東,0.0
2018-09-15 15:20:00+09:00,1011.6,1014.4,--,21.9,95,1.7,北東,3.0,北北東,0.0
2018-09-15 15:30:00+09:00,1011.6,1014.4,--,22.0,98,0.7,北北東,1.6,南東,0.0
2018-09-15 15:40:00+09:00,1011.5,1014.3,--,22.0,99,1.0,南南東,2.2,南南東,0.0
2018-09-15 15:50:00+09:00,1011.6,1014.4,--,21.5,97,1.4,北,3.1,北北東,0.0
2018-09-15 16:00:00+09:00,1011.7,1014.5,--,21.9,97,1.3,北東,2.7,東北東,0.0
2018-09-15 16:10:00+09:00,1011.7,1014.5,--,21.7,98,1.3,北北東,2.9,北北東,0.0
2018-09-15 16:20:00+09:00,1011.7,1014.5,--,21.6,98,0.8,北西,2.5,北北東,0.0
2018-09-15 16:30:00+09:00,1011.7,1014.5,--,21.6,99,1.2,北北東,2.4,北北東,0.0
2018-09-15 16:40:00+09:00,1011.8,1014.6,--,21.7,100,0.9,北北東,2.5,北北東,0.0
2018-09-15 16:50:00+09:00,1011.9,1014.7,--,21.7,100,0.6,北,1.8,北東,0.0
2018-09-15 17:00:00+09:00,1011.9,1014.7,--,21.3,100,1.3,北東,2.6,北北東,0.0
2018-09-15 17:10:00+09:00,1012.0,1014.8,--,21.1,100,1.3,北東,2.7,北東,0.0
2018-09-15 17:20:00+09:00,1012.0,1014.8,--,21.2,100,0.9,北東,1.7,北東,0.0
2018-09-15 17:30:00+09:00,1012.0,1014.8,--,21.1,100,0.8,北東,1.6,北北東,0.0
2018-09-15 17:40:00+09:00,1012.0,1014.8,--,21.1,100,0.8,東,1.9,北北東,0.0
2018-09-15 17:50:00+09:00,1012.1,1014.9,--,21.0,100,1.0,北北東,1.9,北北東,0.0
2018-09-15 18:00:00+09:00,1012.1,1014.9,--,20.9,100,0.9,東,1.6,北北東,
2018-09-15 18:10:00+09:00,1012.2,1015.0,--,20.9,100,1.2,北北東,2.3,北北東,
2018-09-15 18:20:00+09:00,1012.4,1015.2,--,20.9,100,1.7,北東,3.3,東北東,
2018-09-15 18:30:00+09:00,1012.4,1015.2,--,20.7,100,2.3,北東,3.5,東北東,
2018-09-15 18:40:00+09:00,1012.4,1015.2,--,20.5,100,2.1,東北東,3.4,東北東,
2018-09-15 18:50:00+09:00,1012.4,1015.2,--,20.8,99,1.8,北東,3.1,北東,
2018-09-15 19:00:00+09:00,1012.5,1015.3,--,20.7,100,1.7,東北東,3.1,東,
2018-09-15 19:10:00+09:00,1012.6,1015.4,--,20.7,100,1.8,東,3.4,北東,
2018-09-15 19:20:00+09:00,1012.6,1015.4,--,20.6,97,3.1,東北東,4.9,東北東,
2018-09-15 19:30:00+09:00,1012.7,1015.5,--,20.6,98,1.7,東北東,3.8,北東,
2018-09-15 19:40:00+09:00,1012.9,1015.7,--,20.5,99,1.4,東,2.6,東,
2018-09-15 19:50:00+09:00,1012.9,1015.7,--,20.4,100,1.5,東北東,3.3,東南東,
2018-09-15 20:00:00+09:00,1012.9,1015.7,--,20.3,100,1.6,東北東,3.1,東北東,
2018-09-15 20:10:00+09:00,1012.9,1015.7,--,20.4,100,1.3,東北東,2.7,東北東,
2018-09-15 20:20:00+09:00,1012.8,1015.6,--,20.5,99,1.8,東北東,3.3,東南東,
2018-09-15 20:30:00+09:00,1012.8,1015.6,--,20.8,97,2.0,東南東,3.4,東,
2018-09-15 20:40:00+09:00,1012.7,1015.5,--,20.6,98,2.0,東南東,3.6,南東,
2018-09-15 20:50:00+09:00,1012.6,1015.4,--,20.6,99,1.9,東南東,3.0,南東,
2018-09-15 21:00:00+09:00,1012.7,1015.5,--,20.6,99,1.1,東北東,2.7,東南東,
2018-09-15 21:10:00+09:00,1012.7,1015.5,--,20.6,100,1.0,東北東,1.7,東北東,
2018-09-15 21:20:00+09:00,1012.6,1015.4,--,20.3,100,1.3,東,2.3,東南東,
2018-09-15 21:30:00+09:00,1012.5,1015.3,--,20.4,100,0.9,東北東,1.8,東北東,
2018-09-15 21:40:00+09:00,1012.5,1015.3,--,20.5,100,1.2,東南東,2.6,東南東,
2018-09-15 21:50:00+09:00,1012.4,1015.2,--,20.5,100,1.5,東南東,2.3,東南東,
2018-09-15 22:00:00+09:00,1012.3,1015.1,--,20.3,100,0.5,東北東,1.0,北東,
2018-09-15 22:10:00+09:00,1012.4,1015.2,--,20.1,100,0.4,北,0.8,北北西,
2018-09-15 22:20:00+09:00,1012.5,1015.3,--,20.2,100,0.6,北西,1.1,北北東,
2018-09-15 22:30:00+09:00,1012.3,1015.1,--,20.2,100,0.9,東北東,1.8,北北東,
2018-09-15 22:40:00+09:00,1012.1,1014.9,--,20.2,100,1.8,東北東,2.5,北東,
2018-09-15 22:50:00+09:00,1012.2,1015.0,--,20.4,99,1.7,北東,2.7,東北東,
2018-09-15 23:00:00+09:00,1012.2,1015.0,--,20.5,98,1.9,北東,3.1,北東,
2018-09-15 23:10:00+09:00,1012.2,1015.0,--,20.6,99,1.2,北東,2.5,北北東,
2018-09-15 23:20:00+09:00,1012.0,1014.8,--,20.6,99,1.1,北東,2.2,北東,
2018-09-15 23:30:00+09:00,1011.9,1014.7,--,20.3,99,0.9,北北東,1.4,北北東,
2018-09-15 23:40:00+09:00,1011.6,1014.4,--,20.4,99,1.3,東,2.8,東,
2018-09-15 23:50:00+09:00,1011.6,1014.4,--,20.4,98,1.2,東,2.9,南東,
2018-09-16 00:00:00+09:00,1011.6,1014.4,--,20.4,99,1.3,東北東,2.1,東北東,
