timestamp,local_atm,sea_level_atm,precipitation,temperature,relative_humidity,ave_wind_speed,wind_direction_ave,max_wind_speed,wind_direction_max,sunshine_duration
2018-07-13 00:10:00+09:00,1008.6,1011.4,--,25.9,89,2.1,南南西,3.8,南,
2018-07-13 00:20:00+09:00,1008.4,1011.2,--,25.9,89,2.7,南南西,4.7,南南西,
2018-07-13 00:30:00+09:00,1008.3,1011.1,--,25.8,90,3.3,南,4.9,南,
2018-07-13 00:40:00+09:00,1008.1,1010.9,--,25.8,89,2.5,南,4.2,南,
2018-07-13 00:50:00+09:00,1008.1,1010.9,--,25.7,90,2.7,南,4.5,南南東,
2018-07-13 01:00:00+09:00,1008.0,1010.8,--,25.8,89,2.8,南,4.9,南南西,
2018-07-13 01:10:00+09:00,1007.9,1010.7,--,25.8,89,2.4,南,3.8,南南西,
2018-07-13 01:20:00+09:00,1008.0,1010.8,--,25.7,89,1.6,南,3.0,南,
2018-07-13 01:30:00+09:00,1008.0,1010.8,--,25.7,89,2.0,南,3.6,南,
2018-07-13 01:40:00+09:00,1008.0,1010.8,--,25.7,91,1.9,南南西,3.0,南南西,
2018-07-13 01:50:00+09:00,1008.0,1010.8,--,25.8,89,2.4,南西,4.5,南南西,
2018-07-13 02:00:00+09:00,1008.1,1010.9,--,25.8,89,3.1,南西,5.0,南西,
2018-07-13 02:10:00+09:00,1008.1,1010.9,--,25.8,89,2.6,南西,4.4,西南西,
2018-07-13 02:20:00+09:00,1008.2,1011.0,--,25.7,90,2.7,南西,4.0,南西,
2018-07-13 02:30:00+09:00,1008.2,1011.0,--,25.7,90,3.6,南西,5.6,南西,
2018-07-13 02:40:00+09:00,1008.1,1010.9,--,25.5,91,3.7,南西,5.5,南西,
2018-07-13 02:50:00+09:00,1008.1,1010.9,--,25.6,91,2.9,南西,4.8,南西,
2018-07-13 03:00:00+09:00,1008.0,1010.8,--,25.7,90,3.1,南西,5.4,南西,
2018-07-13 03:10:00+09:00,1008.1,1010.9,--,25.6,91,2.9,南西,5.5,南西,
2018-07-13 03:20:00+09:00,1008.0,1010.8,--,25.6,91,2.5,南南西,4.5,南南西,
2018-07-13 03:30:00+09:00,1007.9,1010.7,--,25.5,91,2.5,南,3.6,南南西,
2018-07-13 03:40:00+09:00,1007.9,1010.7,--,25.5,92,2.4,南,4.7,南,
2018-07-13 03:50:00+09:00,1008.0,1010.8,--,25.6,92,2.3,南南西,3.6,南南東,
2018-07-13 04:00:00+09:00,1008.0,1010.8,--,25.5,93,2.6,南,4.3,南,
2018-07-13 04:10:00+09:00,1008.0,1010.8,--,25.6,92,2.0,南南西,3.0,南南西,
2018-07-13 04:20:00+09:00,1008.0,1010.8,--,25.7,92,3.2,南南西,5.7,南南西,
2018-07-13 04:30:00+09:00,1008.0,1010.8,--,25.7,92,2.0,南南西,3.7,南南西,
2018-07-13 04:40:00+09:00,1008.0,1010.8,--,25.8,92,1.5,南南西,3.1,西南西,0.0
2018-07-13 04:50:00+09:00,1007.9,1010.7,--,25.7,93,1.6,南南西,2.8,南南西,0.0
2018-07-13 05:00:00+09:00,1008.0,1010.8,--,25.7,93,2.0,南南西,3.4,南西,0.0
2018-07-13 05:10:00+09:00,1007.9,1010.7,--,25.9,92,2.2,南南西,3.8,南南西,0.0
2018-07-13 05:20:00+09:00,1007.8,1010.6,--,25.8,93,1.7,南,3.5,南,0.0
2018-07-13 05:30:00+09:00,1007.9,1010.7,--,25.8,93,2.8,南南西,5.6,南南西,0.0
2018-07-13 05:40:00+09:00,1007.8,1010.6,--,25.8,93,1.4,南西,3.1,南南西,2.0
2018-07-13 05:50:00+09:00,1007.8,1010.6,--,26.1,92,1.2,南南西,3.7,南南西,4.0
2018-07-13 06:00:00+09:00,1007.8,1010.6,--,26.2,91,2.3,南西,4.6,南南西,3.0
2018-07-13 06:10:00+09:00,1007.7,1010.5,--,26.4,90,1.7,南西,4.0,南西,8.0
2018-07-13 06:20:00+09:00,1007.7,1010.5,--,26.6,89,2.0,南南西,3.3,南南西,9.0
2018-07-13 06:30:00+09:00,1007.7,1010.5,--,26.6,89,2.2,南西,3.3,南南西,6.0
